"words","term.freq","doc.freq"
"kapar-ṭuba[1]gn",1,1
"qutānu[s.th.-thin]n",1,1
"uršume[1]pn",1,1
"nabu-abu-uṣur[1]pn",1,1
"aya-milki[1]pn",1,1
"til-hawar[1]gn",2,1
"uta[1]pn",1,1
"issaran-belu-uṣur[1]pn",1,1
"sahar-ili[1]pn",1,1
"hiri-ahhe[1]pn",1,1
"ṣaṣu[1]gn",1,1
"sairu[1]gn",1,1
"irṣiṣu[1]pn",2,1
"musakkiltu[(mng.-unknown)]n",1,1
"bahi[1]pn",1,1
"nabu-šagim[1]pn",1,1
"taqisu[1]pn",1,1
"aginu[1]pn",1,1
"lubašanni-ilu[1]pn",2,1
"abdi-hemmunu[1]pn",1,1
"manni[1]pn",1,1
"madkiru[1]pn",1,1
"kapar-kaldaya[chaldean-city]gn",1,1
"ilu-ṣabtanni[1]pn",1,1
"mannu-ki-adda[1]pn",1,1
"nihrammu[1]pn",1,1
"šadikanni[1]gn",1,1
"rama-ya[1]pn",2,1
"nabu-lešir[1]pn",1,1
"murasu[1]pn",1,1
"kapar-ṣil-bel[1]gn",2,1
"paqutu[1]gn",1,1
"dur-šarrukkayu[1]gn",1,1
"kapar-ahiqar[1]gn",1,1
"rapiʾ[1]pn",1,1
"urburu[1]pn",3,1
"lipugu[1]pn",2,1
"gasupi[1]gn",1,1
"akisu[1]pn",1,1
"qubūru[grave]n",1,1
"ulaya[1]wn",1,1
"zakuti[1]gn",1,1
"harhanda[1]pn",2,1
"kupātu[corn(field)]n",2,1
"ṣētu[bright-light]n",2,1
"sa-ṣidqi[1]pn",1,1
"sasallu[1]pn",1,1
"ṭab-salamu[1]pn",1,1
"uaua[1]pn",1,1
"akkû[owl]n",1,1
"quaqua[1]pn",1,1
"qāribu[(an-edible-bird)]n",1,1
"halli-arrakati[1]pn",1,1
"kurkû[goose]n",1,1
"qabal-hurdati[1]pn",1,1
"adammumu[wasp]n",1,1
"ṣuhattu[(mng.-obscure)]n",1,1
"kašiyeri[1]gn",1,1
"diʾba[1]pn",1,1
"palil[1]dn",1,1
"akakua[1]pn",1,1
"aššur-šulmu-amur[1]pn",1,1
"nabu-kibsi-uṣur[1]pn",1,1
"marduk-abu-uṣur[1]pn",1,1
"ahassunu[1]pn",1,1
"adda-rahimu[1]pn",1,1
"zanzanu[1]pn",1,1
"gabri[1]pn",1,1
"saʾuti[1]pn",1,1
"adad-bessunu[1]pn",1,1
"išmanni-adad[1]pn",1,1
"šumma-tašezib[1]pn",1,1
"imgur-illil[balawat]gn",1,1
"nabu-šadduʾa[1]pn",1,1
"gula-zeru-ereš[1]pn",1,1
"abši-ešu[1]pn",1,1
"bet-eriba-ilu[1]gn",2,1
"ṣab-adad[1]gn",1,1
"seʾ-ilaʾi[1]pn",1,1
"baʾal-azuri[1]pn",1,1
"ispallure[1]gn",2,1
"šumma-aššur[1]pn",1,1
"bar-zikutu[1]pn",1,1
"seʾ-natan[1]pn",3,1
"dinana[1]pn",1,1
"gabiya[1]pn",1,1
"belet-ninua[lady-of-nineveh]dn",1,1
"il-il-milki[1]pn",1,1
"rahim-dadi[1]pn",1,1
"ilu-deni-amur[1]pn",1,1
"qatnaya[qatnean]en",1,1
"mašqaru[1]pn",2,1
"sāhertu[heifer]n",2,1
"walādu[to-give-birth-(to)]v",1,1
"musina-aplu-iddina[1]gn",1,1
"kamasu[1]pn",1,1
"lu-balṭat[1]pn",1,1
"musina-aplu-iddina[1]pn",1,1
"nabu-malik[1]pn",1,1
"bel-mušallim[1]pn",1,1
"lussumu[1]pn",1,1
"ilabbiašu[1]wn",2,1
"qatna[1]gn",4,1
"habur[1]wn",1,1
"kapar-kini[1]gn",1,1
"dur-katlimmu[1]gn",1,1
"burrim[1]gn",1,1
"aššur-šiʾi[1]pn",1,1
"ubarbisi[1]pn",1,1
"aššur-kenu-uṣur[1]pn",1,1
"kapar-zumbi[1]gn",1,1
"šamaš-riqa[1]gn",2,1
"kapar-andaranu[1]gn",1,1
"darigu[1]gn",1,1
"tušhan[1]gn",1,1
"sin-alik-pani[1]pn",1,1
"šarru-kenu-uṣur[1]pn",1,1
"nabu-emuranni[1]pn",1,1
"il-taka[1]pn",2,1
"šaqû[irrigated]aj",1,1
"ramku[bathed]aj",1,1
"bašālu[be(come)-cooked]v",1,1
"maṣallu[sleeping-place]n",1,1
"arbailaya[from-arbela]en",1,1
"biblu[the-(action-of)-bringing]n",1,1
"kī[when]prp",1,1
"urgulu[leo]cn",2,1
"mašu[gemini]cn",1,1
"amurru[westland]gn",1,1
"ahiu[outside(r)]aj",1,1
"qinniš[backwards]prp",1,1
"šarru[regulus]cn",2,1
"arkānu[later]av",1,1
"šaqû[high]aj",1,1
"šuruptu[burning]n",1,1
"gizillû[torch]n",2,1
"nignakku[censer]n",1,1
"nemēšu[(meaning-uncertain)]v",2,1
"nâšu[rock]v",1,1
"qadādu[bow-down]v",1,1
"arhišam[monthly]av",1,1
"naparkû[ceasing]aj",1,1
"rību[setting-(of-heavenly-body)]n",1,1
"naparkû[cease]v",1,1
"hadû[joy]n",1,1
"karbu[blessed]aj",1,1
"dumuzi[tammuz]dn",2,1
"il-āli[city-god]n",1,1
"terṣu[stretching-out]n",1,1
"marāšu[(meaning-uncertain)]v",1,1
"bit-amurri[temple-of-amurru]tn",2,1
"bit-ani[temple-of-anu]tn",1,1
"bibbu[planet]cn",1,1
"mūdû[knowing]n",2,1
"nazāqu[creak]v",1,1
"mukallimtu[scholarly-commentary]n",1,1
"bel-eriba[1]gn",2,1
"tallultu[trappings]n",1,1
"kusu[kush;-nubia]gn",1,1
"mat-amurri[westland]gn",1,1
"sullû[impudence]n",1,1
"kizirtu[lock-of-hair]n",2,1
"išnunak[ešnunna]gn",1,1
"ešer[ten]nu",1,1
"nerāku[(meaning-uncertain)]n",1,1
"tapqertu[claim]n",1,1
"lēʾûtu[competence]n",1,1
"nuʾʾidu[praised]aj",1,1
"nēmel[because]sbj",1,1
"naphu[blown-on]aj",2,1
"purīdu[leg]n",6,1
"šikkû[mongoose]n",3,1
"ahulap[(it-is)-enough!]j",1,1
"nabayati[nabataean]en",1,1
"bīru[divination]n",1,1
"mat-šumeri[sumer]gn",1,1
"tūmulu[advantage]n",1,1
"pahû[(meaning-uncertain)]n",1,1
"mašû[forget]v",1,1
"ašgigû[(a-mineral)]n",1,1
"adapa[(the-first-of-seven-sages)]pn",1,1
"ṣurru[obsidian]n",1,1
"harihumba[1]gn",2,1
"mat-aššuraya[assyrian(s)]gn",1,1
"ṭibhu[(object-on-wheel)]n",1,1
"kūru[depression]n",1,1
"darāru[intercalate-a-month]v",2,1
"ikku[mood]n",1,1
"karû[be(come)-short]v",1,1
"šurrû[fast]v",1,1
"darru[intercalary]aj",1,1
"ēribu[entering]n",1,1
"hīp-libbi[distress]n",1,1
"subartu[1]gn",1,1
"nasku[thrown-down]aj",1,1
"eššēšu[(a-feast-day)]n",1,1
"nawû[pasturage]n",1,1
"muššulu[made-to-resemble]aj",1,1
"āribu[raven]n",3,1
"kasūsu[(hunting)-falcon]n",1,1
"išdihu[profit(able-business)]n",2,1
"ṣahātu[wish]v",1,1
"gentu[(meaning-unknown)]n",1,1
"mušuttu[(meaning-uncertain)]n",1,1
"tašrihtu[glorification]n",1,1
"apru[with-head-covered]aj",1,1
"egerrû[utterance]n",1,1
"epinnu[(astronomical-handbook)]n",1,1
"gamlu[auriga]cn",1,1
"bamaya[1]pn",1,1
"ṣarāru[flash]v",1,1
"bibbu[planet]n",1,1
"mubassiru[messenger]n",1,1
"ṭepû[extend]v",1,1
"erēb-šamši[sunset]n",1,1
"aššur-hussanni[1]pn",1,1
"muššāru[serpentine]n",1,1
"kubru[thickness]n",1,1
"tebīru[metalworker(?)]n",1,1
"nasrāmu[(a-wooden-tool)]n",1,1
"abšegeda[(an-almanac)]n",1,1
"lilissu[kettledrum]n",2,1
"šullumtu[completion]n",1,1
"dur-samedi[1]gn",2,1
"midlu[process-of-salting]n",1,1
"luddin-ilu[1]gn",1,1
"salamme[1]gn",1,1
"luddin-ilaʾi[1]en",1,1
"hurāpu[spring-lamb]n",1,1
"basali[1]pn",1,1
"šep-aššur-aṣbat[1]pn",1,1
"parritu[(an-official)]n",1,1
"sekēru[heat]v",1,1
"ruqqu[cauldron]n",1,1
"miglu[scroll]n",1,1
"qalû[roasted]aj",1,1
"nadin-aššur[1]pn",1,1
"hamuštu[a-fifth]n",4,1
"sinnaya[sinnaean]en",1,1
"mūtu[death]n",1,1
"mēṣiru[drawing]n",1,1
"kabbusītu[(meaning-uncertain)]n",1,1
"parku[lying-across]aj",1,1
"sīqu[thigh]n",1,1
"māhirtu[(boat)-moving-upstream]n",1,1
"mullissu-abu-uṣri[1]pn",1,1
"raggimtu[(an-oracle-priestess)]n",1,1
"nabu-bessunu[1]pn",1,1
"aššur-mudammiq[1]pn",1,1
"taqiša[1]pn",1,1
"parāṣu[breach]v",1,1
"ṣarāmu[make-an-effort]v",2,1
"hundurāyu[(an-occupation-or-profession)]n",1,1
"hamma[1]pn",1,1
"gugal-namruti[1]dn",2,1
"pūtu[opening]n",1,1
"haṭṭu[sceptre]n",1,1
"sanqu[narrow(?)]aj",1,1
"šernu[(a-wooden-chariot-part)]n",1,1
"samāku[cover-up]v",1,1
"binuni[1]pn",1,1
"ea-šarru[1]dn",1,1
"eṭlu[young-man]n",1,1
"ṭebû[sink]v",1,1
"ballu[mixed]aj",1,1
"salqu[boiled]aj",1,1
"bītānû[interior]n",1,1
"lisikutu[1]dn",1,1
"abāru[(the-metal)-lead]n",1,1
"tambaya[1]dn",2,1
"kigallu[socle]n",1,1
"aššur-ili-muballissu[1]pn",3,1
"ilu-šezibanni[1]pn",1,1
"didabû[scribal-apprentice]n",1,1
"aššur-etel-šame-erṣeti-muballissu[1]pn",1,1
"mardatu[rug]n",1,1
"darāru[intercalate]v",1,1
"uppu[socket]n",1,1
"urkittu-reminni[1]pn",1,1
"kamunû[(a-kind-of-fungus)]n",1,1
"katarru[(a-type-of-fungus)]n",1,1
"v-se-niš[ištēniš]together",1,1
"kayamanu[saturn]cn",1,1
"bel-matati[bel-matati]cn",1,1
"gibil[antares]cn",1,1
"belet-balaṭi[belet-balaṭi]cn",1,1
"sebetti[pleiades]cn",1,1
"sehlu[thorn]n",1,1
"šû[it]ip",1,1
"sahālu[pierce]v",2,1
"isu[jaw]n",1,1
"sihru[bend]n",1,1
"ikkāru[farmer]n",1,1
"iškūru[wax]n",1,1
"murru[myrrh]n",1,1
"qunnabu[hemp]n",1,1
"damqaya[1]pn",1,1
"bītu[temple]n",1,1
"šamallû[apprentice]n",1,1
"hašādu[wedding]n",1,1
"šarrat-esaggil[1]dn",1,1
"kî[like]prp",1,1
"arû[granary]n",1,1
"bētu[house]n",1,1
"qarne[1]gn",1,1
"dana[1]gn",1,1
"sisȗ[horse]n",3,1
"kȃnu[be(come)-permanent]v",1,1
"ikû[(meaning-uncertain)]n",1,1
"melidaya[melidian]en",1,1
"sissê[horse]n",1,1
"bagusu[1]pn",1,1
"hadaʾil[1]gn",1,1
"šuhupa[1]gn",1,1
"ilṣu[joy]n",1,1
"kušīru[success]n",1,1
"šitūlu[deliberation]n",1,1
"simmatānû[(meaning-unknown)]aj",1,1
"muṣur[egypt]gn",1,1
"zīzu[(meaning-uncertain)]n",1,1
"šamādu[apply-(ornaments)]v",1,1
"kaššadūtu[(meaning-uncertain)]n",1,1
"kuluʾu[1]pn",1,1
"ṣamāru[strive-(for)]v",1,1
"sakannu[band(?)]n",1,1
"urdu-marduk[1]pn",1,1
"dādu[favourite]aj",1,1
"qānītu[(meaning-uncertain)]n",1,1
"hadîš[joyfully]av",1,1
"lītu[victory]n",1,1
"ṣimittu[(an-architectural-feature)]n",1,1
"šarru-ken[1]pn",1,1
"ušumgallu[great-dragon]n",1,1
"lahannu[(a-flask)]n",1,1
"billatu[mixture]n",1,1
"hašlu[crushed]aj",1,1
"numūru[torch]n",1,1
"muṣlālu[siesta]n",1,1
"kânu[be(come)-permanent]s-guilt)",1,1
"sukku[shrine]n",2,1
"pagalu[libation-vessel]n",1,1
"mudarriktu[woman-thresher]n",1,1
"ṣummuru[desire]n",1,1
"narāṭu[tremble]v",1,1
"tablu[taken-away]aj",4,1
"qalāpu[peel]v",1,1
"liʾšu[desecration]n",1,1
"rabû[be-big]v",1,1
"gimillu[favour]n",1,1
"duʾuzu[tammuz]dn",1,1
"šaknūtu[governorate]n",1,1
"nabu-mušeṣi[1]pn",1,1
"lihmu[(meaning-uncertain)]n",1,1
"šatru[1]dn",1,1
"nāšû[bearing]n",1,1
"parisat-pale[1]pn",1,1
"adāru[be-dark]v",1,1
"hiṣbu[plenty]n",1,1
"barāmu[seal-(up)]v",1,1
"qurādu[warrior]n",2,1
"erra[1]dn",2,1
"nabu-abu-daʾʾin[1]pn",2,1
"qapīru[(a-container)]n",1,1
"hamšu[fifth]nu",1,1
"hesû[covered-up]aj",1,1
"dimtu[tear]n",1,1
"sihirtu[circumference]n",1,1
"bābānû[outer]aj",1,1
"labbūnu[(a-stand-or-pedestal)?]n",1,1
"lagu[(a-type-of-wood)]n",1,1
"qibītu[speech]n",2,1
"pirištu[secret]n",2,1
"eengurra[1]tn",1,1
"halmanaya[from-halmanu]en",1,1
"zazakku[(a-registry-official)]n",1,1
"supû[(meaning-uncertain)]n",1,1
"lawû[surrounded]aj",1,1
"gištallu[cross-bar]n",1,1
"anṣabtu[ring]n",1,1
"asalluhi-ahu-uṣur[1]pn",1,1
"memēni[any]xp",1,1
"dabbu[speaking]aj",1,1
"ašannu[(an-emblem)]n",1,1
"ayyaru[rosette]n",1,1
"tenšû[(precious-metal-dress-ornament)]n",1,1
"libbū[in-the-same-way-as]av",5,1
"bel-ušallim[1]pn",1,1
"imba[1]pn",1,1
"mādidu[measuring-official]n",1,1
"ašāšu[encampment(?)]n",1,1
"attu-[belonging-to]av",1,1
"lamdu[experienced]aj",1,1
"nabalkattu[crossing]n",1,1
"pīṭu[(a-garment)]n",1,1
"šakkullu[(a-wood-used-for-furniture)]n",1,1
"malilati[1]gn",1,1
"apak[1]gn",1,1
"mar-dakkuri[son-of-dakkuri]en",2,1
"mazû[(meaning-uncertain)]v",1,1
"šala[1]dn",1,1
"šarrat-nakkanti[1]dn",1,1
"edurhenunna[1]tn",1,1
"mahāṣu[weave]v",1,1
"aya[1]dn",1,1
"qaṭû[come-up]v",1,1
"gadise[1]gn",1,1
"šamaš-šumu-lešir[1]pn",1,1
"marat-sin[1]dn",2,1
"nemed-lagudu[1]dn",1,1
"marat-eridu[1]dn",1,1
"lugalbanda[1]dn",1,1
"sabāʾu[rock]v",1,1
"šarrat-samme[1]dn",1,1
"nehelṣû[slip]v",1,1
"kablu[(furniture)-foot]n",1,1
"nēmettu[couch]n",1,1
"kayyānu[constant]aj",1,1
"nabu-tartiba-uṣur[1]pn",1,1
"kapar-tabalayu[1]gn",1,1
"kapar-lu-ahhe[1]gn",1,1
"kapar-dakana[1]gn",1,1
"kapar-zaruti[1]pn",1,1
"hazahi[1]gn",1,1
"duri[1]pn",1,1
"adda-ladin[1]pn",1,1
"iglanu[1]pn",1,1
"nabutu[1]pn",1,1
"baʾassi[1]pn",1,1
"bililutu[1]pn",1,1
"zarpi[1]pn",2,1
"nabu-dur-qalli[1]pn",1,1
"abu-duri[1]pn",1,1
"nabu-ramat[1]pn",1,1
"urkittu-tašmanni[1]pn",1,1
"inurta-taklak[1]pn",1,1
"dur-sin-ahhe-eriba[1]gn",1,1
"belet-isseʾa[1]pn",1,1
"aššur-eṭiranni[1]pn",1,1
"mudammiq-aššur[1]pn",1,1
"aššur-bel-ilani[1]pn",1,1
"belet-uṣalla[1]pn",3,1
"bel-harran-šadduʾa[1]pn",1,1
"barhaza[1]gn",1,1
"abi-lihiya[1]pn",1,1
"mananu[1]pn",1,1
"hannusi[1]pn",1,1
"namari-dadi[1]pn",1,1
"šer-lutbe[1]pn",1,1
"šamaš-nuri[1]pn",1,1
"inurta-zeru-uṣur[1]pn",1,1
"muṣurayu[1]pn",1,1
"ahati-ṭabat[1]pn",1,1
"bel-likṣur[1]pn",1,1
"isputu[1]pn",2,1
"asalluhi-hutni[1]pn",1,1
"adad-šezib[1]pn",1,1
"mullissu-ummi[1]pn",1,1
"abdi-seʾ[1]pn",1,1
"šamaš-killanni[1]pn",1,1
"nabu-takilka-šatbi[1]pn",1,1
"andunānu[substitute]n",1,1
"aššur-deʾiq[1]pn",1,1
"la-tubašanni-adad[1]pn",1,1
"turṣi-issar[1]pn",1,1
"aššur-ahhešu-ereš[1]pn",1,1
"balaṭu[1]gn",1,1
"balaṭaya[from-balaṭu]en",3,1
"aššur-reʾušunu[1]pn",1,1
"naṣibinaya[from-naṣibina]en",1,1
"bel-harran-abu-uṣur[1]pn",1,1
"ilu-remanni[1]pn",1,1
"ša-pīlūšu[limestone-dealer]n",1,1
"hambussu[1]pn",1,1
"iamanu[1]pn",2,1
"asu[1]pn",1,1
"maliktu[1]pn",1,1
"ammaškiri[1]pn",1,1
"šumma-iau[1]pn",1,1
"qurdi-dadi[1]pn",1,1
"bel-gimillu-tere[1]pn",1,1
"mušākil-alpi[ox-fattener]n",1,1
"sagiru[1]pn",1,1
"balṭi-aia[1]pn",1,1
"šarru-metu-uballiṭ[1]pn",1,1
"hubabayu[1]pn",1,1
"atta-suri[1]pn",1,1
"šamaš-reʾuʾa[1]pn",1,1
"ubru-ekurri[1]pn",1,1
"šumu-ken[1]pn",1,1
"hambaqu[1]pn",1,1
"bel-ilani-mannu[1]pn",1,1
"ṭab-šar-arbail[1]pn",1,1
"abdi-ilim[1]pn",1,1
"šiddiasika[1]gn",2,1
"ahubu[1]pn",1,1
"šašma[1]pn",1,1
"šamaš-zeru-uṣur[1]pn",1,1
"qat-aššur-aṣbat[1]pn",1,1
"ṣalimtu[1]pn",1,1
"tarhu-nazi[1]pn",1,1
"nabu-nakil[1]pn",1,1
"šamaš-nadin-ahi[1]pn",1,1
"il-manani[1]pn",1,1
"irbuaya[from-irbu]en",3,1
"ulka[1]pn",1,1
"sinainni[1]pn",1,1
"adad-uballiṭ[1]pn",1,1
"haldi-ṭaya[1]pn",1,1
"kurʾe-nadin-ahi[1]pn",1,1
"handa-pi[1]pn",1,1
"hunzudi[1]pn",1,1
"qutnu[1]pn",1,1
"hubabaya[from-hubaba]en",1,1
"abi-dala[1]pn",1,1
"kišqaya[from-kišqu]en",1,1
"tartiba-issar[1]pn",1,1
"gula-rišat[1]pn",1,1
"aššur-qassu[1]pn",1,1
"ahulamma[1]pn",1,1
"zittaya[1]pn",1,1
"burqayu[1]pn",1,1
"issar-ilaʾi[1]pn",1,1
"šupêltu[exchange]n",2,1
"abi-lihia[1]pn",1,1
"ṣalmuti[1]pn",1,1
"il-gabri[1]pn",1,1
"yazini[1]pn",1,1
"labigaya[1]pn",1,1
"husurayu[1]pn",1,1
"marduk-eṭir[1]pn",1,1
"adda-rapa[1]pn",1,1
"iqbi-bel[1]pn",1,1
"lulabbir-šarrussu[1]pn",3,1
"kusu[1]dn",1,1
"mardiane[1]gn",2,1
"kapar-diqarati[1]gn",2,1
"kusu[1]gn",1,1
"abi-ilaʾi[1]gn",1,1
"saggil-šarru-uṣur[1]pn",1,1
"asalluhi-remanni[1]pn",1,1
"hidatanu[1]pn",1,1
"urdu-apli[1]pn",1,1
"bit-abi-ilaya[1]gn",1,1
"qumbatu[1]gn",2,1
"qaritayu[1]pn",1,1
"bit-abi-ilaʾi[1]gn",1,1
"gir-aya[1]pn",1,1
"tarhun-akil[1]pn",1,1
"ṣil-nabu[1]pn",1,1
"unzarhu-aššur[1]pn",1,1
"budanuše[1]pn",1,1
"issar-remanni[1]pn",1,1
"ilu-naʾdi[1]pn",1,1
"halaiddi[1]pn",1,1
"aqdaš-il[1]pn",1,1
"šammu-uballiṭ[1]pn",1,1
"nušku-balaṭu-uṣur[1]pn",1,1
"marduk-šarru-ibni[1]pn",1,1
"šar-ili[1]pn",1,1
"ša-pān-bīt-ili[temple-supervisor]n",1,1
"ša-muhhi-bīt-šarri[overseer-of-the-royal-residence]n",1,1
"nabu-gamil[1]pn",1,1
"qumbutu[(a-building)]n",1,1
"nergal-dan[1]pn",1,1
"marti[1]pn",1,1
"mannu-ki-allaya[1]pn",2,1
"puhi[1]pn",1,1
"buru-abu-uṣur[1]pn",1,1
"sadaya[1]pn",1,1
"salmanu-imme[1]pn",2,1
"tagali[1]pn",1,1
"salamu-imme[1]pn",1,1
"ahata[1]pn",1,1
"aššur-daʾʾin-šarru[1]pn",1,1
"disi[1]pn",1,1
"sin-šarru-ibni[1]pn",1,1
"nabu-duri[1]pn",1,1
"unzarhu-issar[1]pn",1,1
"inurta-eṭiranni[1]pn",1,1
"bassi[1]pn",1,1
"ṣan-ṣaruru[1]pn",1,1
"aʾilanu[1]pn",1,1
"yaʾudu[judah]gn",1,1
"aduni-ihʾa[1]pn",1,1
"padi[1]pn",1,1
"abi-umme[1]pn",1,1
"issar-tazi[1]pn",1,1
"handa-riṣi[1]pn",1,1
"baʾalti-idri[1]pn",1,1
"marduk-šallimšunu[1]pn",1,1
"ukkayu[1]pn",1,1
"ṭab-seʾ[1]pn",1,1
"kinaya[1]pn",1,1
"gula-eṭir[1]pn",1,1
"ṣil-aššur-allak[1]pn",2,1
"ibtaš-lešir[1]pn",1,1
"eridayu[1]pn",1,1
"edu-lešir[1]pn",1,1
"ṣiri[1]pn",1,1
"la-abaši[1]pn",1,1
"aššur-iddina[1]pn",1,1
"habbur-issar[1]pn",1,1
"awianu[1]pn",1,1
"yadida[1]pn",1,1
"nergal-šarru-ahhešu[1]pn",1,1
"aššur-ibni-ahhe[1]pn",1,1
"apladad-kabti-ahhe[1]pn",1,1
"apladad-idri[1]pn",1,1
"aššur-mutaqqin[1]pn",1,1
"mušallim-nergal[1]pn",1,1
"basasu[1]pn",1,1
"ṣalmu[1]pn",1,1
"enku[1]pn",1,1
"argasu[1]gn",1,1
"irissi-ilani[1]pn",1,1
"remuʾa[1]pn",1,1
"huruhuru[(a-kind-of-bread)]n",2,1
"nabu-šarru-ukin[1]pn",1,1
"nabu-uballissu[1]pn",1,1
"suhayu[1]pn",2,1
"inurta-isseʾa[1]pn",1,1
"ilu-taklak[1]pn",1,1
"adad-rapa[1]pn",1,1
"kamabanu[1]pn",1,1
"tablaya[tabalean]en",1,1
"gir-ha[1]pn",1,1
"habanu[1]pn",1,1
"šulmu-aya[1]pn",1,1
"sin-šar-ahhešu[1]pn",1,1
"adad-nadin-ahi[1]pn",1,1
"adad-šimanni[1]pn",1,1
"ugine[1]pn",1,1
"aya-kettu-iqbi[1]pn",1,1
"bir-amma[1]pn",1,1
"adad-gappi[1]pn",1,1
"muškenu-la-ahi[1]pn",1,1
"tuqun-issar[1]pn",1,1
"urriha[1]pn",1,1
"ubru-madanu[1]pn",1,1
"ramman-ramu[1]pn",1,1
"hamaṭuṭu[1]pn",1,1
"handuate[1]gn",1,1
"ya-isu[1]pn",2,1
"handuataya[from-handuate]en",1,1
"šania[1]pn",1,1
"issar-mukinnia[1]pn",1,1
"nergal-šumu-uṣur[1]pn",1,1
"bel-qissi[1]pn",1,1
"bani-ahuʾa[1]pn",1,1
"taballua[1]pn",1,1
"takilat-arbail[1]pn",1,1
"šulmu-issar[1]pn",1,1
"remut-bel[1]pn",1,1
"saklu[1]pn",1,1
"hazianu[1]pn",1,1
"bir-attar[1]pn",1,1
"sunaya[1]pn",1,1
"hana-huru[1]pn",1,1
"hala-šuri[1]pn",1,1
"ašuisi[1]pn",1,1
"uqupu[1]pn",1,1
"nabu-šarru-ahhešu[1]pn",1,1
"atamar-issar[1]pn",1,1
"bit-hurapi[1]gn",2,1
"lāsimu[runner]n",1,1
"bel-šumu-ereš[1]pn",1,1
"parutani[1]pn",1,1
"issar-paya[1]pn",1,1
"aššur-kenu-balliṭ[1]pn",1,1
"abi-yasubu[1]pn",1,1
"samunu-yatuni[1]pn",1,1
"ša-la-belet-mannu[1]pn",1,1
"kurgarrû[(a-cultic-performer)]n",1,1
"dadaya[1]pn",1,1
"la-teggi-nanaya[1]pn",1,1
"ṭuri[1]pn",1,1
"alihu[1]gn",1,1
"qidri[1]pn",1,1
"aššur-šallim[1]pn",3,1
"šulmu-ereš[1]pn",1,1
"il-qisu[1]pn",1,1
"kapar-azhula[1]gn",1,1
"ša-ili-tazzaz[1]pn",1,1
"mušezib-nabu[1]pn",2,1
"ilu-šezib[1]pn",1,1
"basani[1]pn",2,1
"kura[1]dn",1,1
"inurta-nadin-ahi[1]pn",1,1
"bani-anu[1]pn",1,1
"bel-kibsi-ilaʾi[1]pn",1,1
"adad-šumu-iškun[1]pn",1,1
"duri-issar[1]pn",1,1
"bel-šezibanni[1]pn",1,1
"seʾ-ayali[1]pn",3,1
"sin-kuṣuranni[1]pn",1,1
"dadi-ilaʾi[1]pn",1,1
"mar-šarri-bel-ahhe[1]pn",1,1
"kankanu[1]gn",1,1
"nergal-šezibanni[1]pn",1,1
"ša-qala-tuaršu[1]pn",1,1
"adi-mati-ilu[1]pn",1,1
"harbūtu[desolation]n",1,1
"nergal-duri[1]pn",1,1
"malgadi[1]pn",1,1
"paruṭu[1]pn",1,1
"inurta-iddina[1]pn",1,1
"milki-il[1]pn",1,1
"nabu-šadduni[1]pn",1,1
"kurra-dimri[1]pn",1,1
"attar-qamu[1]pn",1,1
"adda-babaʾu[1]pn",1,1
"nabu-upaqa[1]pn",1,1
"nabu-gabbu-ileʾʾi[1]pn",2,1
"burukutunte[1]pn",1,1
"bit-šamaš[1]gn",1,1
"ša-kurbilayu[1]gn",1,1
"yata[1]pn",2,1
"ququ[1]pn",1,1
"rehtu-uṣur[1]pn",1,1
"ṭab-aya[1]pn",1,1
"sasu[1]pn",1,1
"ṣil-sin[1]pn",1,1
"sukkaia[1]pn",1,1
"adad-riba-ahhe[1]pn",1,1
"abdi-ramman[1]pn",1,1
"hana-kiṣir[1]pn",1,1
"issar-šimanni[1]pn",1,1
"naʾnu[1]pn",1,1
"nabu-dur-enši[1]pn",1,1
"bar-napi[1]pn",1,1
"aštamašti[1]pn",1,1
"kapar-nur-beti[1]gn",1,1
"seʾ-haza[1]pn",1,1
"pirsu[1]pn",1,1
"ilti-bassi[1]pn",1,1
"adda-yababa[1]pn",1,1
"sin-aplu-uṣur[1]pn",1,1
"bel-natan[1]pn",1,1
"musukayu[1]pn",1,1
"urdu-inurta[1]pn",1,1
"seʾ-naqami[1]pn",1,1
"kilaku[1]pn",1,1
"tabalu[1]pn",1,1
"aššur-šar-ahhe[1]pn",1,1
"balaṭu-iqbi[1]pn",1,1
"pan-marduk[1]pn",1,1
"sun-issar[1]pn",1,1
"huṣurayu[1]pn",1,1
"la-ṣahittu[1]pn",1,1
"adad-ṭaba[1]pn",1,1
"kapar-bit-sasana[1]gn",2,1
"ramman-idri[1]pn",1,1
"barbarra[1]pn",1,1
"issar-naṣir-duri[1]pn",1,1
"seʾ-qatar[1]pn",1,1
"šamaš-šarrani[1]pn",1,1
"pamu[1]pn",1,1
"ilu-kettu-iram[1]pn",1,1
"il-abu-riba[1]pn",1,1
"hariruri[1]pn",1,1
"sinqi[1]pn",1,1
"buadi-iau[1]pn",1,1
"ašlāku[fuller]n",1,1
"ša-kubšīšu[hatter]n",1,1
"urkittu-leʾat[1]pn",1,1
"urkittu-rišat[1]pn",1,1
"mannu-ki-ummi[1]pn",1,1
"hatezaya[1]pn",1,1
"murabbataš[1]pn",1,1
"pahi[1]pn",1,1
"baʾalti-yabatu[1]pn",2,1
"adad-reṣuwa[1]pn",1,1
"šalamu[1]pn",3,1
"kanunu[1]pn",1,1
"harruṣu[s1]pn",1,1
"rahimi-dadi[1]pn",1,1
